date,olive_oil_cost,eggs_cost,garlic_cost,energy_cost,index
2025-03-09 17:00:00,412.5,260.5,269.8,159.9396860831799,3994.8896860831796
2025-03-09 18:00:00,412.5,260.5,269.8,149.65922362467583,3984.6092236246755
2025-03-09 19:00:00,412.5,260.5,269.8,129.09470658739193,3964.044706587392
2025-03-09 20:00:00,412.5,260.5,269.8,113.32286678880892,3948.2728667888086
2025-03-09 21:00:00,412.5,260.5,269.8,110.10284806827202,3945.052848068272
2025-03-09 22:00:00,412.5,260.5,269.8,101.73411855441542,3936.6841185544154
2025-03-09 23:00:00,412.5,260.5,269.8,97.58028325051359,3932.5302832505135
2025-03-10 00:00:00,412.5,260.5,269.8,92.77741994100457,3927.7274199410044
2025-03-10 01:00:00,412.5,260.5,269.8,90.59903369379114,3925.549033693791
2025-03-10 02:00:00,412.5,260.5,269.8,88.8395300460713,3923.789530046071
2025-03-10 03:00:00,412.5,260.5,269.8,91.3453133433541,3926.295313343354
2025-03-10 04:00:00,412.5,260.5,269.8,96.89760072526379,3931.8476007252634
2025-03-10 05:00:00,412.5,260.5,269.8,118.30521764763816,3953.255217647638
2025-03-10 06:00:00,412.5,260.5,269.8,139.59563143795623,3974.545631437956
2025-03-10 07:00:00,412.5,260.5,269.8,126.52800152057473,3961.4780015205747
2025-03-10 08:00:00,412.5,260.5,269.8,101.59429512139299,3936.5442951213927
2025-03-10 09:00:00,412.5,260.5,269.8,76.9891361063336,3911.9391361063335
2025-03-10 10:00:00,412.5,260.5,269.8,53.91819250437259,3888.8681925043725
2025-03-10 11:00:00,412.5,260.5,269.8,44.7235641699972,3879.673564169997
2025-03-10 12:00:00,412.5,260.5,269.8,42.49155019839427,3877.441550198394
2025-03-10 13:00:00,412.5,260.5,269.8,56.26477262084003,3891.21477262084
2025-03-10 14:00:00,412.5,260.5,269.8,84.90809717987979,3919.8580971798797
2025-03-10 15:00:00,412.5,260.5,269.8,111.66143629077423,3946.6114362907742
2025-03-10 16:00:00,412.5,260.5,269.8,143.62081256480107,3978.5708125648007
2025-03-10 17:00:00,412.5,260.5,269.8,160.78358241262404,3995.733582412624
2025-03-10 18:00:00,412.5,260.5,269.8,150.49002500272698,3985.440025002727
2025-03-10 19:00:00,412.5,260.5,269.8,129.90967949502996,3964.85967949503
2025-03-10 20:00:00,412.5,260.5,269.8,114.12278269923615,3949.072782699236
2025-03-10 21:00:00,412.5,260.5,269.8,110.88678809442074,3945.8367880944206
2025-03-10 22:00:00,412.5,260.5,269.8,102.50253894299708,3937.452538942997
2025-03-10 23:00:00,412.5,260.5,269.8,98.32814066782379,3933.2781406678237
2025-03-11 00:00:00,412.5,260.5,269.8,93.5065770755884,3928.456577075588
2025-03-11 01:00:00,412.5,260.5,269.8,91.31146685339424,3926.2614668533943
2025-03-11 02:00:00,412.5,260.5,269.8,89.53570808213686,3924.4857080821366
2025-03-11 03:00:00,412.5,260.5,269.8,92.0254411947047,3926.9754411947047
2025-03-11 04:00:00,412.5,260.5,269.8,97.56287011325186,3932.5128701132517
2025-03-11 05:00:00,412.5,260.5,269.8,118.95314700168589,3953.9031470016857
2025-03-11 06:00:00,412.5,260.5,269.8,140.22988270938865,3975.1798827093885
2025-03-11 07:00:00,412.5,260.5,269.8,127.15108689054495,3962.1010868905446
2025-03-11 08:00:00,412.5,260.5,269.8,102.20386224227028,3937.15386224227
2025-03-11 09:00:00,412.5,260.5,269.8,77.58536056733716,3912.535360567337
2025-03-11 10:00:00,412.5,260.5,269.8,54.503493623713034,3889.453493623713
2025-03-11 11:00:00,412.5,260.5,269.8,45.295173878275335,3880.245173878275
2025-03-11 12:00:00,412.5,260.5,269.8,43.050091679037145,3878.000091679037
2025-03-11 13:00:00,412.5,260.5,269.8,56.81083372792197,3891.7608337279216
2025-03-11 14:00:00,412.5,260.5,269.8,85.43876493189964,3920.3887649318995
2025-03-11 15:00:00,412.5,260.5,269.8,112.17810364213682,3947.1281036421365
2025-03-11 16:00:00,412.5,260.5,269.8,144.12570912164023,3979.07570912164
2025-03-11 17:00:00,412.5,260.5,269.8,161.2771036086814,3996.2271036086813
2025-03-11 18:00:00,412.5,260.5,269.8,150.9729879156629,3985.922987915663
2025-03-11 19:00:00,412.5,260.5,269.8,130.38200661348347,3965.3320066134834
2025-03-11 20:00:00,412.5,260.5,269.8,114.58475831893273,3949.5347583189327
2025-03-11 21:00:00,412.5,260.5,269.8,111.3385151266526,3946.2885151266523
2025-03-11 22:00:00,412.5,260.5,269.8,102.94425959017683,3937.8942595901767
2025-03-11 23:00:00,412.5,260.5,269.8,98.75951760964598,3933.709517609646
2025-03-12 00:00:00,412.5,260.5,269.8,93.92799087210999,3928.87799087211
2025-03-12 01:00:00,412.5,260.5,269.8,91.7233057342129,3926.6733057342126
2025-03-12 02:00:00,412.5,260.5,269.8,89.93819851959506,3924.888198519595
2025-03-12 03:00:00,412.5,260.5,269.8,92.4187780395234,3927.368778039523
2025-03-12 04:00:00,412.5,260.5,269.8,97.94734747590549,3932.8973474759055
2025-03-12 05:00:00,412.5,260.5,269.8,119.3286710190769,3954.2786710190767
2025-03-12 06:00:00,412.5,260.5,269.8,140.59699821515386,3975.5469982151535
2025-03-12 07:00:00,412.5,260.5,269.8,127.51021481171867,3962.4602148117183
2025-03-12 08:00:00,412.5,260.5,269.8,102.55491121546046,3937.50491121546
2025-03-12 09:00:00,412.5,260.5,269.8,77.9285000795275,3912.8785000795274
2025-03-12 10:00:00,412.5,260.5,269.8,54.83912437101265,3889.7891243710123
2025-03-12 11:00:00,412.5,260.5,269.8,45.62315074226005,3880.5731507422597
2025-03-12 12:00:00,412.5,260.5,269.8,43.370620905149195,3878.320620905149
2025-03-12 13:00:00,412.5,260.5,269.8,57.12411466838268,3892.0741146683827
2025-03-12 14:00:00,412.5,260.5,269.8,85.74462771649783,3920.6946277164975
2025-03-12 15:00:00,412.5,260.5,269.8,112.4768256341807,3947.4268256341807
2025-03-12 16:00:00,412.5,260.5,269.8,144.4176521904186,3979.3676521904185
2025-03-12 17:00:00,412.5,260.5,269.8,161.56243489849058,3996.5124348984905
2025-03-12 18:00:00,412.5,260.5,269.8,151.25191581163742,3986.2019158116373
2025-03-12 19:00:00,412.5,260.5,269.8,130.65464316256242,3965.6046431625623
2025-03-12 20:00:00,412.5,260.5,269.8,114.8512506793877,3949.8012506793875
2025-03-12 21:00:00,412.5,260.5,269.8,111.59898882616358,3946.5489888261636
2025-03-12 22:00:00,412.5,260.5,269.8,103.19885212051526,3938.148852120515
2025-03-12 23:00:00,412.5,260.5,269.8,99.00830331645871,3933.9583033164586
2025-03-13 00:00:00,412.5,260.5,269.8,94.17111668716902,3929.121116687169
2025-03-13 01:00:00,412.5,260.5,269.8,91.96091696220586,3926.9109169622056
2025-03-13 02:00:00,412.5,260.5,269.8,90.17042117556922,3925.120421175569
2025-03-13 03:00:00,412.5,260.5,269.8,92.64573251151296,3927.595732511513
2025-03-13 04:00:00,412.5,260.5,269.8,98.16916226432348,3933.119162264323
2025-03-13 05:00:00,412.5,260.5,269.8,119.54543183620741,3954.4954318362074
